,Country,Year,Month,Pollutant,GHG,Element,Temperature
21530,Netherlands,2007,September,Methane,19481.673,Temperature change,-0.258
21531,Netherlands,2007,September,Methane,19481.673,Standard Deviation,1.172
21532,Netherlands,2007,October,Methane,19481.673,Temperature change,-0.313
21533,Netherlands,2007,October,Methane,19481.673,Standard Deviation,1.311
21534,Netherlands,2007,November,Methane,19481.673,Temperature change,0.584
21535,Netherlands,2007,November,Methane,19481.673,Standard Deviation,1.284
21536,Netherlands,2007,December,Methane,19481.673,Temperature change,0.838
21537,Netherlands,2007,December,Methane,19481.673,Standard Deviation,2.013
21538,Netherlands,2008,January,Methane,19709.554,Temperature change,4.214
21539,Netherlands,2008,January,Methane,19709.554,Standard Deviation,2.266
21540,Netherlands,2008,February,Methane,19709.554,Temperature change,3.143
21541,Netherlands,2008,February,Methane,19709.554,Standard Deviation,2.75
21542,Netherlands,2008,March,Methane,19709.554,Temperature change,0.964
21543,Netherlands,2008,March,Methane,19709.554,Standard Deviation,1.814
21544,Netherlands,2008,April,Methane,19709.554,Temperature change,0.615
21545,Netherlands,2008,April,Methane,19709.554,Standard Deviation,1.273
21546,Netherlands,2008,May,Methane,19709.554,Temperature change,3.05
21547,Netherlands,2008,May,Methane,19709.554,Standard Deviation,1.028
21548,Netherlands,2008,June,Methane,19709.554,Temperature change,1.343
21549,Netherlands,2008,June,Methane,19709.554,Standard Deviation,0.982
21550,Netherlands,2008,July,Methane,19709.554,Temperature change,1.492
21551,Netherlands,2008,July,Methane,19709.554,Standard Deviation,1.262
21552,Netherlands,2008,August,Methane,19709.554,Temperature change,1.072
21553,Netherlands,2008,August,Methane,19709.554,Standard Deviation,1.075
21554,Netherlands,2008,September,Methane,19709.554,Temperature change,-0.556
21555,Netherlands,2008,September,Methane,19709.554,Standard Deviation,1.172
21556,Netherlands,2008,October,Methane,19709.554,Temperature change,-0.095
21557,Netherlands,2008,October,Methane,19709.554,Standard Deviation,1.311
21558,Netherlands,2008,November,Methane,19709.554,Temperature change,0.971
21559,Netherlands,2008,November,Methane,19709.554,Standard Deviation,1.284
21560,Netherlands,2008,December,Methane,19709.554,Temperature change,-0.512
21561,Netherlands,2008,December,Methane,19709.554,Standard Deviation,2.013
21562,Netherlands,2009,January,Methane,19489.089,Temperature change,-1.19
21563,Netherlands,2009,January,Methane,19489.089,Standard Deviation,2.266
21564,Netherlands,2009,February,Methane,19489.089,Temperature change,0.866
21565,Netherlands,2009,February,Methane,19489.089,Standard Deviation,2.75
21566,Netherlands,2009,March,Methane,19489.089,Temperature change,1.152
21567,Netherlands,2009,March,Methane,19489.089,Standard Deviation,1.814
21568,Netherlands,2009,April,Methane,19489.089,Temperature change,4.288
21569,Netherlands,2009,April,Methane,19489.089,Standard Deviation,1.273
21570,Netherlands,2009,May,Methane,19489.089,Temperature change,1.641
21571,Netherlands,2009,May,Methane,19489.089,Standard Deviation,1.028
21572,Netherlands,2009,June,Methane,19489.089,Temperature change,0.189
21573,Netherlands,2009,June,Methane,19489.089,Standard Deviation,0.982
21574,Netherlands,2009,July,Methane,19489.089,Temperature change,1.559
21575,Netherlands,2009,July,Methane,19489.089,Standard Deviation,1.262
21576,Netherlands,2009,August,Methane,19489.089,Temperature change,2.082
21577,Netherlands,2009,August,Methane,19489.089,Standard Deviation,1.075
21578,Netherlands,2009,September,Methane,19489.089,Temperature change,1.232
21579,Netherlands,2009,September,Methane,19489.089,Standard Deviation,1.172
21580,Netherlands,2009,October,Methane,19489.089,Temperature change,-0.193
21581,Netherlands,2009,October,Methane,19489.089,Standard Deviation,1.311
21582,Netherlands,2009,November,Methane,19489.089,Temperature change,3.468
21583,Netherlands,2009,November,Methane,19489.089,Standard Deviation,1.284
21584,Netherlands,2009,December,Methane,19489.089,Temperature change,-0.811
21585,Netherlands,2009,December,Methane,19489.089,Standard Deviation,2.013
21586,Netherlands,2010,January,Methane,19405.988999999998,Temperature change,-2.831
21587,Netherlands,2010,January,Methane,19405.988999999998,Standard Deviation,2.266
21588,Netherlands,2010,February,Methane,19405.988999999998,Temperature change,-0.859
21589,Netherlands,2010,February,Methane,19405.988999999998,Standard Deviation,2.75
21590,Netherlands,2010,March,Methane,19405.988999999998,Temperature change,1.146
21591,Netherlands,2010,March,Methane,19405.988999999998,Standard Deviation,1.814
21592,Netherlands,2010,April,Methane,19405.988999999998,Temperature change,1.497
21593,Netherlands,2010,April,Methane,19405.988999999998,Standard Deviation,1.273
21594,Netherlands,2010,May,Methane,19405.988999999998,Temperature change,-1.49
21595,Netherlands,2010,May,Methane,19405.988999999998,Standard Deviation,1.028
21596,Netherlands,2010,June,Methane,19405.988999999998,Temperature change,1.097
21597,Netherlands,2010,June,Methane,19405.988999999998,Standard Deviation,0.982
21598,Netherlands,2010,July,Methane,19405.988999999998,Temperature change,3.488
21599,Netherlands,2010,July,Methane,19405.988999999998,Standard Deviation,1.262
21600,Netherlands,2010,August,Methane,19405.988999999998,Temperature change,0.395
21601,Netherlands,2010,August,Methane,19405.988999999998,Standard Deviation,1.075
21602,Netherlands,2010,September,Methane,19405.988999999998,Temperature change,-0.543
21603,Netherlands,2010,September,Methane,19405.988999999998,Standard Deviation,1.172
21604,Netherlands,2010,October,Methane,19405.988999999998,Temperature change,-0.013
21605,Netherlands,2010,October,Methane,19405.988999999998,Standard Deviation,1.311
21606,Netherlands,2010,November,Methane,19405.988999999998,Temperature change,0.021
21607,Netherlands,2010,November,Methane,19405.988999999998,Standard Deviation,1.284
21608,Netherlands,2010,December,Methane,19405.988999999998,Temperature change,-4.797
21609,Netherlands,2010,December,Methane,19405.988999999998,Standard Deviation,2.013
21610,Netherlands,2011,January,Methane,18859.432,Temperature change,1.462
21611,Netherlands,2011,January,Methane,18859.432,Standard Deviation,2.266
21612,Netherlands,2011,February,Methane,18859.432,Temperature change,1.839
21613,Netherlands,2011,February,Methane,18859.432,Standard Deviation,2.75
21614,Netherlands,2011,March,Methane,18859.432,Temperature change,1.439
21615,Netherlands,2011,March,Methane,18859.432,Standard Deviation,1.814
21616,Netherlands,2011,April,Methane,18859.432,Temperature change,4.712
21617,Netherlands,2011,April,Methane,18859.432,Standard Deviation,1.273
21618,Netherlands,2011,May,Methane,18859.432,Temperature change,2.041
21619,Netherlands,2011,May,Methane,18859.432,Standard Deviation,1.028
21620,Netherlands,2011,June,Methane,18859.432,Temperature change,1.167
21621,Netherlands,2011,June,Methane,18859.432,Standard Deviation,0.982
21622,Netherlands,2011,July,Methane,18859.432,Temperature change,-0.461
21623,Netherlands,2011,July,Methane,18859.432,Standard Deviation,1.262
21624,Netherlands,2011,August,Methane,18859.432,Temperature change,0.849
21625,Netherlands,2011,August,Methane,18859.432,Standard Deviation,1.075
21626,Netherlands,2011,September,Methane,18859.432,Temperature change,1.802
21627,Netherlands,2011,September,Methane,18859.432,Standard Deviation,1.172
21628,Netherlands,2011,October,Methane,18859.432,Temperature change,1.169
21629,Netherlands,2011,October,Methane,18859.432,Standard Deviation,1.311
21630,Netherlands,2011,November,Methane,18859.432,Temperature change,1.52
21631,Netherlands,2011,November,Methane,18859.432,Standard Deviation,1.284
21632,Netherlands,2011,December,Methane,18859.432,Temperature change,2.851
21633,Netherlands,2011,December,Methane,18859.432,Standard Deviation,2.013
21634,Netherlands,2012,January,Methane,18438.369,Temperature change,2.731
21635,Netherlands,2012,January,Methane,18438.369,Standard Deviation,2.266
21636,Netherlands,2012,February,Methane,18438.369,Temperature change,-1.695
21637,Netherlands,2012,February,Methane,18438.369,Standard Deviation,2.75
21638,Netherlands,2012,March,Methane,18438.369,Temperature change,3.378
21639,Netherlands,2012,March,Methane,18438.369,Standard Deviation,1.814
21640,Netherlands,2012,April,Methane,18438.369,Temperature change,0.544
21641,Netherlands,2012,April,Methane,18438.369,Standard Deviation,1.273
21642,Netherlands,2012,May,Methane,18438.369,Temperature change,2.16
21643,Netherlands,2012,May,Methane,18438.369,Standard Deviation,1.028
21644,Netherlands,2012,June,Methane,18438.369,Temperature change,-0.182
21645,Netherlands,2012,June,Methane,18438.369,Standard Deviation,0.982
21646,Netherlands,2012,July,Methane,18438.369,Temperature change,0.616
21647,Netherlands,2012,July,Methane,18438.369,Standard Deviation,1.262
21648,Netherlands,2012,August,Methane,18438.369,Temperature change,2.102
21649,Netherlands,2012,August,Methane,18438.369,Standard Deviation,1.075
21650,Netherlands,2012,September,Methane,18438.369,Temperature change,0.06
21651,Netherlands,2012,September,Methane,18438.369,Standard Deviation,1.172
21652,Netherlands,2012,October,Methane,18438.369,Temperature change,0.172
21653,Netherlands,2012,October,Methane,18438.369,Standard Deviation,1.311
21654,Netherlands,2012,November,Methane,18438.369,Temperature change,0.955
21655,Netherlands,2012,November,Methane,18438.369,Standard Deviation,1.284
21656,Netherlands,2012,December,Methane,18438.369,Temperature change,1.265
21657,Netherlands,2012,December,Methane,18438.369,Standard Deviation,2.013
21658,Netherlands,2013,January,Methane,18425.57,Temperature change,0.164
21659,Netherlands,2013,January,Methane,18425.57,Standard Deviation,2.266
21660,Netherlands,2013,February,Methane,18425.57,Temperature change,-0.726
21661,Netherlands,2013,February,Methane,18425.57,Standard Deviation,2.75
21662,Netherlands,2013,March,Methane,18425.57,Temperature change,-2.802
21663,Netherlands,2013,March,Methane,18425.57,Standard Deviation,1.814
21664,Netherlands,2013,April,Methane,18425.57,Temperature change,0.372
21665,Netherlands,2013,April,Methane,18425.57,Standard Deviation,1.273
21666,Netherlands,2013,May,Methane,18425.57,Temperature change,-0.358
21667,Netherlands,2013,May,Methane,18425.57,Standard Deviation,1.028
21668,Netherlands,2013,June,Methane,18425.57,Temperature change,0.131
21669,Netherlands,2013,June,Methane,18425.57,Standard Deviation,0.982
21670,Netherlands,2013,July,Methane,18425.57,Temperature change,2.422
21671,Netherlands,2013,July,Methane,18425.57,Standard Deviation,1.262
21672,Netherlands,2013,August,Methane,18425.57,Temperature change,1.629
21673,Netherlands,2013,August,Methane,18425.57,Standard Deviation,1.075
21674,Netherlands,2013,September,Methane,18425.57,Temperature change,0.316
21675,Netherlands,2013,September,Methane,18425.57,Standard Deviation,1.172
21676,Netherlands,2013,October,Methane,18425.57,Temperature change,1.913
21677,Netherlands,2013,October,Methane,18425.57,Standard Deviation,1.311
21678,Netherlands,2013,November,Methane,18425.57,Temperature change,0.732
21679,Netherlands,2013,November,Methane,18425.57,Standard Deviation,1.284
21680,Netherlands,2013,December,Methane,18425.57,Temperature change,2.751
21681,Netherlands,2013,December,Methane,18425.57,Standard Deviation,2.013
21682,Netherlands,2014,January,Methane,18008.292,Temperature change,3.363
21683,Netherlands,2014,January,Methane,18008.292,Standard Deviation,2.266
21684,Netherlands,2014,February,Methane,18008.292,Temperature change,4.254
21685,Netherlands,2014,February,Methane,18008.292,Standard Deviation,2.75
21686,Netherlands,2014,March,Methane,18008.292,Temperature change,3.693
21687,Netherlands,2014,March,Methane,18008.292,Standard Deviation,1.814
21688,Netherlands,2014,April,Methane,18008.292,Temperature change,3.935
21689,Netherlands,2014,April,Methane,18008.292,Standard Deviation,1.273
21690,Netherlands,2014,May,Methane,18008.292,Temperature change,1.144
21691,Netherlands,2014,May,Methane,18008.292,Standard Deviation,1.028
21692,Netherlands,2014,June,Methane,18008.292,Temperature change,0.991
21693,Netherlands,2014,June,Methane,18008.292,Standard Deviation,0.982
21694,Netherlands,2014,July,Methane,18008.292,Temperature change,3.173
21695,Netherlands,2014,July,Methane,18008.292,Standard Deviation,1.262
21696,Netherlands,2014,August,Methane,18008.292,Temperature change,-0.108
21697,Netherlands,2014,August,Methane,18008.292,Standard Deviation,1.075
21698,Netherlands,2014,September,Methane,18008.292,Temperature change,1.921
21699,Netherlands,2014,September,Methane,18008.292,Standard Deviation,1.172
21700,Netherlands,2014,October,Methane,18008.292,Temperature change,3.158
21701,Netherlands,2014,October,Methane,18008.292,Standard Deviation,1.311
21702,Netherlands,2014,November,Methane,18008.292,Temperature change,2.426
21703,Netherlands,2014,November,Methane,18008.292,Standard Deviation,1.284
21704,Netherlands,2014,December,Methane,18008.292,Temperature change,1.52
21705,Netherlands,2014,December,Methane,18008.292,Standard Deviation,2.013
21706,Netherlands,2015,January,Methane,18202.621,Temperature change,2.149
21707,Netherlands,2015,January,Methane,18202.621,Standard Deviation,2.266
21708,Netherlands,2015,February,Methane,18202.621,Temperature change,1.103
21709,Netherlands,2015,February,Methane,18202.621,Standard Deviation,2.75
21710,Netherlands,2015,March,Methane,18202.621,Temperature change,1.491
21711,Netherlands,2015,March,Methane,18202.621,Standard Deviation,1.814
21712,Netherlands,2015,April,Methane,18202.621,Temperature change,0.993
21713,Netherlands,2015,April,Methane,18202.621,Standard Deviation,1.273
21714,Netherlands,2015,May,Methane,18202.621,Temperature change,0.226
21715,Netherlands,2015,May,Methane,18202.621,Standard Deviation,1.028
21716,Netherlands,2015,June,Methane,18202.621,Temperature change,0.27
21717,Netherlands,2015,June,Methane,18202.621,Standard Deviation,0.982
21718,Netherlands,2015,July,Methane,18202.621,Temperature change,2.004
21719,Netherlands,2015,July,Methane,18202.621,Standard Deviation,1.262
21720,Netherlands,2015,August,Methane,18202.621,Temperature change,2.377
21721,Netherlands,2015,August,Methane,18202.621,Standard Deviation,1.075
21722,Netherlands,2015,September,Methane,18202.621,Temperature change,-0.399
21723,Netherlands,2015,September,Methane,18202.621,Standard Deviation,1.172
21724,Netherlands,2015,October,Methane,18202.621,Temperature change,-0.164
21725,Netherlands,2015,October,Methane,18202.621,Standard Deviation,1.311
21726,Netherlands,2015,November,Methane,18202.621,Temperature change,3.783
21727,Netherlands,2015,November,Methane,18202.621,Standard Deviation,1.284
21728,Netherlands,2015,December,Methane,18202.621,Temperature change,6.179
21729,Netherlands,2015,December,Methane,18202.621,Standard Deviation,2.013
21730,Netherlands,2016,January,Methane,18329.046000000002,Temperature change,2.195
21731,Netherlands,2016,January,Methane,18329.046000000002,Standard Deviation,2.266
21732,Netherlands,2016,February,Methane,18329.046000000002,Temperature change,2.516
21733,Netherlands,2016,February,Methane,18329.046000000002,Standard Deviation,2.75
21734,Netherlands,2016,March,Methane,18329.046000000002,Temperature change,0.657
21735,Netherlands,2016,March,Methane,18329.046000000002,Standard Deviation,1.814
21736,Netherlands,2016,April,Methane,18329.046000000002,Temperature change,0.698
21737,Netherlands,2016,April,Methane,18329.046000000002,Standard Deviation,1.273
21738,Netherlands,2016,May,Methane,18329.046000000002,Temperature change,2.223
21739,Netherlands,2016,May,Methane,18329.046000000002,Standard Deviation,1.028
21740,Netherlands,2016,June,Methane,18329.046000000002,Temperature change,1.773
21741,Netherlands,2016,June,Methane,18329.046000000002,Standard Deviation,0.982
21742,Netherlands,2016,July,Methane,18329.046000000002,Temperature change,1.859
21743,Netherlands,2016,July,Methane,18329.046000000002,Standard Deviation,1.262
21744,Netherlands,2016,August,Methane,18329.046000000002,Temperature change,1.488
21745,Netherlands,2016,August,Methane,18329.046000000002,Standard Deviation,1.075
21746,Netherlands,2016,September,Methane,18329.046000000002,Temperature change,3.853
21747,Netherlands,2016,September,Methane,18329.046000000002,Standard Deviation,1.172
21748,Netherlands,2016,October,Methane,18329.046000000002,Temperature change,-0.27
21749,Netherlands,2016,October,Methane,18329.046000000002,Standard Deviation,1.311
21750,Netherlands,2016,November,Methane,18329.046000000002,Temperature change,-0.073
21751,Netherlands,2016,November,Methane,18329.046000000002,Standard Deviation,1.284
21752,Netherlands,2016,December,Methane,18329.046000000002,Temperature change,1.842
21753,Netherlands,2016,December,Methane,18329.046000000002,Standard Deviation,2.013
21754,Netherlands,2017,January,Methane,18012.193,Temperature change,-0.365
21755,Netherlands,2017,January,Methane,18012.193,Standard Deviation,2.266
21756,Netherlands,2017,February,Methane,18012.193,Temperature change,2.811
21757,Netherlands,2017,February,Methane,18012.193,Standard Deviation,2.75
21758,Netherlands,2017,March,Methane,18012.193,Temperature change,3.968
21759,Netherlands,2017,March,Methane,18012.193,Standard Deviation,1.814
21760,Netherlands,2017,April,Methane,18012.193,Temperature change,0.45
21761,Netherlands,2017,April,Methane,18012.193,Standard Deviation,1.273
21762,Netherlands,2017,May,Methane,18012.193,Temperature change,2.693
21763,Netherlands,2017,May,Methane,18012.193,Standard Deviation,1.028
21764,Netherlands,2017,June,Methane,18012.193,Temperature change,2.765
21765,Netherlands,2017,June,Methane,18012.193,Standard Deviation,0.982
21766,Netherlands,2017,July,Methane,18012.193,Temperature change,1.61
21767,Netherlands,2017,July,Methane,18012.193,Standard Deviation,1.262
21768,Netherlands,2017,August,Methane,18012.193,Temperature change,1.023
21769,Netherlands,2017,August,Methane,18012.193,Standard Deviation,1.075
21770,Netherlands,2017,September,Methane,18012.193,Temperature change,0.026
21771,Netherlands,2017,September,Methane,18012.193,Standard Deviation,1.172
21772,Netherlands,2017,October,Methane,18012.193,Temperature change,2.61
21773,Netherlands,2017,October,Methane,18012.193,Standard Deviation,1.311
21774,Netherlands,2017,November,Methane,18012.193,Temperature change,1.231
21775,Netherlands,2017,November,Methane,18012.193,Standard Deviation,1.284
21776,Netherlands,2017,December,Methane,18012.193,Temperature change,1.702
21777,Netherlands,2017,December,Methane,18012.193,Standard Deviation,2.013
21778,Netherlands,2018,January,Methane,17308.777,Temperature change,3.647
21779,Netherlands,2018,January,Methane,17308.777,Standard Deviation,2.266
21780,Netherlands,2018,February,Methane,17308.777,Temperature change,-1.461
21781,Netherlands,2018,February,Methane,17308.777,Standard Deviation,2.75
21782,Netherlands,2018,March,Methane,17308.777,Temperature change,-0.417
21783,Netherlands,2018,March,Methane,17308.777,Standard Deviation,1.814
21784,Netherlands,2018,April,Methane,17308.777,Temperature change,4.216
21785,Netherlands,2018,April,Methane,17308.777,Standard Deviation,1.273
21786,Netherlands,2018,May,Methane,17308.777,Temperature change,4.182
21787,Netherlands,2018,May,Methane,17308.777,Standard Deviation,1.028
21788,Netherlands,2018,June,Methane,17308.777,Temperature change,2.307
21789,Netherlands,2018,June,Methane,17308.777,Standard Deviation,0.982
21790,Netherlands,2018,July,Methane,17308.777,Temperature change,3.962
21791,Netherlands,2018,July,Methane,17308.777,Standard Deviation,1.262
21792,Netherlands,2018,August,Methane,17308.777,Temperature change,2.747
21793,Netherlands,2018,August,Methane,17308.777,Standard Deviation,1.075
21794,Netherlands,2018,September,Methane,17308.777,Temperature change,1.372
21795,Netherlands,2018,September,Methane,17308.777,Standard Deviation,1.172
21796,Netherlands,2018,October,Methane,17308.777,Temperature change,2.042
21797,Netherlands,2018,October,Methane,17308.777,Standard Deviation,1.311
21798,Netherlands,2018,November,Methane,17308.777,Temperature change,1.307
21799,Netherlands,2018,November,Methane,17308.777,Standard Deviation,1.284
21800,Netherlands,2018,December,Methane,17308.777,Temperature change,2.937
21801,Netherlands,2018,December,Methane,17308.777,Standard Deviation,2.013
21802,New Zealand,1990,January,Carbon dioxide,25446.287999999997,Temperature change,0.45
21803,New Zealand,1990,January,Carbon dioxide,25446.287999999997,Standard Deviation,0.937
21804,New Zealand,1990,February,Carbon dioxide,25446.287999999997,Temperature change,1.776
21805,New Zealand,1990,February,Carbon dioxide,25446.287999999997,Standard Deviation,0.906
21806,New Zealand,1990,March,Carbon dioxide,25446.287999999997,Temperature change,0.961
21807,New Zealand,1990,March,Carbon dioxide,25446.287999999997,Standard Deviation,0.827
21808,New Zealand,1990,April,Carbon dioxide,25446.287999999997,Temperature change,0.756
21809,New Zealand,1990,April,Carbon dioxide,25446.287999999997,Standard Deviation,0.843
21810,New Zealand,1990,May,Carbon dioxide,25446.287999999997,Temperature change,1.035
21811,New Zealand,1990,May,Carbon dioxide,25446.287999999997,Standard Deviation,0.826
21812,New Zealand,1990,June,Carbon dioxide,25446.287999999997,Temperature change,0.477
21813,New Zealand,1990,June,Carbon dioxide,25446.287999999997,Standard Deviation,0.753
21814,New Zealand,1990,July,Carbon dioxide,25446.287999999997,Temperature change,0.73
21815,New Zealand,1990,July,Carbon dioxide,25446.287999999997,Standard Deviation,0.602
21816,New Zealand,1990,August,Carbon dioxide,25446.287999999997,Temperature change,0.637
21817,New Zealand,1990,August,Carbon dioxide,25446.287999999997,Standard Deviation,0.613
21818,New Zealand,1990,September,Carbon dioxide,25446.287999999997,Temperature change,-0.488
21819,New Zealand,1990,September,Carbon dioxide,25446.287999999997,Standard Deviation,0.601
21820,New Zealand,1990,October,Carbon dioxide,25446.287999999997,Temperature change,0.532
21821,New Zealand,1990,October,Carbon dioxide,25446.287999999997,Standard Deviation,0.753
21822,New Zealand,1990,November,Carbon dioxide,25446.287999999997,Temperature change,0.513
21823,New Zealand,1990,November,Carbon dioxide,25446.287999999997,Standard Deviation,0.74
21824,New Zealand,1990,December,Carbon dioxide,25446.287999999997,Temperature change,0.483
21825,New Zealand,1990,December,Carbon dioxide,25446.287999999997,Standard Deviation,0.83
21826,New Zealand,1991,January,Carbon dioxide,26110.384,Temperature change,0.304
21827,New Zealand,1991,January,Carbon dioxide,26110.384,Standard Deviation,0.937
21828,New Zealand,1991,February,Carbon dioxide,26110.384,Temperature change,-0.288
21829,New Zealand,1991,February,Carbon dioxide,26110.384,Standard Deviation,0.906
21830,New Zealand,1991,March,Carbon dioxide,26110.384,Temperature change,0.045
21831,New Zealand,1991,March,Carbon dioxide,26110.384,Standard Deviation,0.827
21832,New Zealand,1991,April,Carbon dioxide,26110.384,Temperature change,-0.579
21833,New Zealand,1991,April,Carbon dioxide,26110.384,Standard Deviation,0.843
21834,New Zealand,1991,May,Carbon dioxide,26110.384,Temperature change,0.292
21835,New Zealand,1991,May,Carbon dioxide,26110.384,Standard Deviation,0.826
21836,New Zealand,1991,June,Carbon dioxide,26110.384,Temperature change,-0.32
21837,New Zealand,1991,June,Carbon dioxide,26110.384,Standard Deviation,0.753
21838,New Zealand,1991,July,Carbon dioxide,26110.384,Temperature change,-0.251
21839,New Zealand,1991,July,Carbon dioxide,26110.384,Standard Deviation,0.602
21840,New Zealand,1991,August,Carbon dioxide,26110.384,Temperature change,1.172
21841,New Zealand,1991,August,Carbon dioxide,26110.384,Standard Deviation,0.613
21842,New Zealand,1991,September,Carbon dioxide,26110.384,Temperature change,0.682
21843,New Zealand,1991,September,Carbon dioxide,26110.384,Standard Deviation,0.601
21844,New Zealand,1991,October,Carbon dioxide,26110.384,Temperature change,-0.154
21845,New Zealand,1991,October,Carbon dioxide,26110.384,Standard Deviation,0.753
21846,New Zealand,1991,November,Carbon dioxide,26110.384,Temperature change,-1.383
21847,New Zealand,1991,November,Carbon dioxide,26110.384,Standard Deviation,0.74
21848,New Zealand,1991,December,Carbon dioxide,26110.384,Temperature change,-0.568
21849,New Zealand,1991,December,Carbon dioxide,26110.384,Standard Deviation,0.83
21850,New Zealand,1992,January,Carbon dioxide,28105.075,Temperature change,0.099
21851,New Zealand,1992,January,Carbon dioxide,28105.075,Standard Deviation,0.937
21852,New Zealand,1992,February,Carbon dioxide,28105.075,Temperature change,-0.982
21853,New Zealand,1992,February,Carbon dioxide,28105.075,Standard Deviation,0.906
21854,New Zealand,1992,March,Carbon dioxide,28105.075,Temperature change,-1.875
21855,New Zealand,1992,March,Carbon dioxide,28105.075,Standard Deviation,0.827
21856,New Zealand,1992,April,Carbon dioxide,28105.075,Temperature change,-2.065
21857,New Zealand,1992,April,Carbon dioxide,28105.075,Standard Deviation,0.843
21858,New Zealand,1992,May,Carbon dioxide,28105.075,Temperature change,-1.457
21859,New Zealand,1992,May,Carbon dioxide,28105.075,Standard Deviation,0.826
21860,New Zealand,1992,June,Carbon dioxide,28105.075,Temperature change,-0.555
21861,New Zealand,1992,June,Carbon dioxide,28105.075,Standard Deviation,0.753
21862,New Zealand,1992,July,Carbon dioxide,28105.075,Temperature change,0.668
21863,New Zealand,1992,July,Carbon dioxide,28105.075,Standard Deviation,0.602
21864,New Zealand,1992,August,Carbon dioxide,28105.075,Temperature change,-0.561
21865,New Zealand,1992,August,Carbon dioxide,28105.075,Standard Deviation,0.613
21866,New Zealand,1992,September,Carbon dioxide,28105.075,Temperature change,-1.231
21867,New Zealand,1992,September,Carbon dioxide,28105.075,Standard Deviation,0.601
21868,New Zealand,1992,October,Carbon dioxide,28105.075,Temperature change,-0.713
21869,New Zealand,1992,October,Carbon dioxide,28105.075,Standard Deviation,0.753
21870,New Zealand,1992,November,Carbon dioxide,28105.075,Temperature change,0.823
21871,New Zealand,1992,November,Carbon dioxide,28105.075,Standard Deviation,0.74
21872,New Zealand,1992,December,Carbon dioxide,28105.075,Temperature change,-0.498
21873,New Zealand,1992,December,Carbon dioxide,28105.075,Standard Deviation,0.83
21874,New Zealand,1993,January,Carbon dioxide,27699.461,Temperature change,-1.096
21875,New Zealand,1993,January,Carbon dioxide,27699.461,Standard Deviation,0.937
21876,New Zealand,1993,February,Carbon dioxide,27699.461,Temperature change,-1.09
21877,New Zealand,1993,February,Carbon dioxide,27699.461,Standard Deviation,0.906
21878,New Zealand,1993,March,Carbon dioxide,27699.461,Temperature change,-1.356
21879,New Zealand,1993,March,Carbon dioxide,27699.461,Standard Deviation,0.827
21880,New Zealand,1993,April,Carbon dioxide,27699.461,Temperature change,-1.071
21881,New Zealand,1993,April,Carbon dioxide,27699.461,Standard Deviation,0.843
21882,New Zealand,1993,May,Carbon dioxide,27699.461,Temperature change,0.413
21883,New Zealand,1993,May,Carbon dioxide,27699.461,Standard Deviation,0.826
21884,New Zealand,1993,June,Carbon dioxide,27699.461,Temperature change,1.596
21885,New Zealand,1993,June,Carbon dioxide,27699.461,Standard Deviation,0.753
21886,New Zealand,1993,July,Carbon dioxide,27699.461,Temperature change,0.62
21887,New Zealand,1993,July,Carbon dioxide,27699.461,Standard Deviation,0.602
21888,New Zealand,1993,August,Carbon dioxide,27699.461,Temperature change,-0.442
21889,New Zealand,1993,August,Carbon dioxide,27699.461,Standard Deviation,0.613
21890,New Zealand,1993,September,Carbon dioxide,27699.461,Temperature change,-0.798
21891,New Zealand,1993,September,Carbon dioxide,27699.461,Standard Deviation,0.601
21892,New Zealand,1993,October,Carbon dioxide,27699.461,Temperature change,0.364
21893,New Zealand,1993,October,Carbon dioxide,27699.461,Standard Deviation,0.753
21894,New Zealand,1993,November,Carbon dioxide,27699.461,Temperature change,-1.107
21895,New Zealand,1993,November,Carbon dioxide,27699.461,Standard Deviation,0.74
21896,New Zealand,1993,December,Carbon dioxide,27699.461,Temperature change,-0.631
21897,New Zealand,1993,December,Carbon dioxide,27699.461,Standard Deviation,0.83
21898,New Zealand,1994,January,Carbon dioxide,27880.328999999998,Temperature change,0.691
21899,New Zealand,1994,January,Carbon dioxide,27880.328999999998,Standard Deviation,0.937
21900,New Zealand,1994,February,Carbon dioxide,27880.328999999998,Temperature change,0.697
21901,New Zealand,1994,February,Carbon dioxide,27880.328999999998,Standard Deviation,0.906
21902,New Zealand,1994,March,Carbon dioxide,27880.328999999998,Temperature change,-1.134
21903,New Zealand,1994,March,Carbon dioxide,27880.328999999998,Standard Deviation,0.827
21904,New Zealand,1994,April,Carbon dioxide,27880.328999999998,Temperature change,0.155
21905,New Zealand,1994,April,Carbon dioxide,27880.328999999998,Standard Deviation,0.843
21906,New Zealand,1994,May,Carbon dioxide,27880.328999999998,Temperature change,0.67
21907,New Zealand,1994,May,Carbon dioxide,27880.328999999998,Standard Deviation,0.826
21908,New Zealand,1994,June,Carbon dioxide,27880.328999999998,Temperature change,-0.238
21909,New Zealand,1994,June,Carbon dioxide,27880.328999999998,Standard Deviation,0.753
21910,New Zealand,1994,July,Carbon dioxide,27880.328999999998,Temperature change,0.191
21911,New Zealand,1994,July,Carbon dioxide,27880.328999999998,Standard Deviation,0.602
21912,New Zealand,1994,August,Carbon dioxide,27880.328999999998,Temperature change,0.531
21913,New Zealand,1994,August,Carbon dioxide,27880.328999999998,Standard Deviation,0.613
